"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Christian McCaffrey","RB","SF","CAR","25.8","23.0","24.8","19.5","22.1","24.7","41.9","38.3","Monday"
"Drake Maye","QB","NE","@CIN","23.2","22.9","24.3","21.5","21.5","21.5","34.7","34.6","Main"
"Jahmyr Gibbs","RB","DET","NYG","23.0","21.0","22.0","18.1","20.0","21.9","38.7","36.2","Main"
"Puka Nacua","WR","LA","TB","23.0","19.0","21.7","13.7","17.7","21.6","38.2","32.6","Sunday"
"Amon-Ra St Brown","WR","DET","NYG","22.8","19.1","21.7","14.2","17.9","21.7","38.9","33.6","Main"
"Patrick Mahomes","QB","KC","IND","22.7","22.5","23.7","20.8","20.8","20.8","33.9","33.8","Main"
"Jaxon Smith-Njigba","WR","SEA","@TEN","22.4","19.1","21.1","14.5","17.8","21.1","38.3","33.5","Main"
"Bijan Robinson","RB","ATL","@NO","22.1","19.5","21.2","16.0","18.5","21.1","35.4","32.1","Main"
"Josh Allen","QB","BUF","@HOU","21.8","21.6","22.9","20.4","20.4","20.4","33.2","33.2","Thursday"
"Jalen Hurts","QB","PHI","@DAL","21.8","21.5","23.0","20.5","20.5","20.5","33.1","33.0","Main"
"Lamar Jackson","QB","BAL","NYJ","21.5","21.2","22.8","20.3","20.3","20.3","32.9","32.8","Main"
"Brock Purdy","QB","SF","CAR","21.5","21.3","22.6","19.7","19.7","19.7","32.5","32.5","Monday"
"Jonathan Taylor","RB","IND","@KC","21.1","19.6","20.0","17.1","18.5","19.9","35.9","34.1","Main"
"Jared Goff","QB","DET","NYG","20.9","20.8","22.1","19.3","19.3","19.3","32.1","32.1","Main"
"Matthew Stafford","QB","LA","TB","20.8","20.6","21.9","18.9","18.9","18.9","31.5","31.5","Sunday"
"Trey McBride","TE","ARI","JAX","20.0","16.3","22.9","11.6","15.3","19.1","33.3","27.8","Main"
"Jacoby Brissett","QB","ARI","JAX","19.0","18.8","20.2","17.3","17.3","17.3","29.4","29.3","Main"
"Saquon Barkley","RB","PHI","@DAL","19.0","17.5","18.0","15.1","16.5","17.8","32.2","30.4","Main"
"Derrick Henry","RB","BAL","NYJ","18.8","18.1","17.7","16.4","17.0","17.6","32.8","31.9","Main"
"Caleb Williams","QB","CHI","PIT","18.8","18.5","19.9","17.4","17.4","17.4","29.2","29.1","Main"
"Chase Brown","RB","CIN","NE","18.8","16.3","18.3","13.4","15.8","18.2","31.7","28.6","Main"
"Rico Dowdle","RB","CAR","@SF","18.7","16.9","17.8","14.4","16.0","17.6","31.9","29.8","Monday"
"CeeDee Lamb","WR","DAL","PHI","18.7","15.3","17.7","11.0","14.3","17.7","32.7","27.8","Main"
"Rashee Rice","WR","KC","IND","18.7","15.2","18.0","11.0","14.4","17.9","32.6","27.7","Main"
"Dak Prescott","QB","DAL","PHI","18.6","18.4","19.6","16.8","16.8","16.8","28.9","28.9","Main"
"James Cook","RB","BUF","@HOU","18.5","17.3","17.5","15.3","16.3","17.4","31.5","30.1","Thursday"
"Davante Adams","WR","LA","TB","18.2","15.5","17.4","12.0","14.7","17.4","32.9","28.9","Sunday"
"Trevor Lawrence","QB","JAX","@ARI","18.0","17.8","19.2","16.7","16.7","16.7","28.1","28.0","Main"
"Baker Mayfield","QB","TB","@LA","18.0","17.8","19.0","16.4","16.4","16.4","27.9","27.8","Sunday"
"Sam Darnold","QB","SEA","@TEN","17.8","17.6","19.0","16.5","16.5","16.5","28.3","28.2","Main"
"Daniel Jones","QB","IND","@KC","17.2","17.0","18.3","15.5","15.5","15.5","27.2","27.1","Main"
"George Pickens","WR","DAL","PHI","17.1","14.3","16.3","10.8","13.6","16.3","31.0","26.9","Main"
"Tee Higgins","WR","CIN","NE","17.0","14.2","16.2","10.5","13.4","16.2","30.6","26.4","Main"
"Emeka Egbuka","WR","TB","@LA","16.9","14.1","16.2","10.6","13.4","16.2","30.4","26.2","Sunday"
"Joe Flacco","QB","CIN","NE","16.8","16.6","17.7","14.9","14.9","14.9","26.5","26.4","Main"
"Jordan Love","QB","GB","MIN","16.7","16.5","17.9","15.5","15.5","15.5","26.2","26.2","Main"
"Emanuel Wilson","RB","GB","MIN","16.6","15.3","15.8","13.3","14.5","15.7","29.2","27.6","Main"
"Mason Rudolph","QB","PIT","@CHI","16.4","16.2","17.4","14.9","14.9","14.9","25.7","25.7","Main"
"TreVeyon Henderson","RB","NE","@CIN","16.2","14.7","15.7","12.7","14.2","15.6","28.8","26.8","Main"
"Ashton Jeanty","RB","LV","CLE","16.1","14.3","15.6","12.3","13.9","15.5","27.5","25.3","Main"
"Jameis Winston","QB","NYG","@DET","15.9","15.6","16.8","14.2","14.2","14.2","25.4","25.4","Main"
"Tetairoa McMillan","WR","CAR","@SF","15.6","13.0","14.9","9.7","12.3","14.9","28.6","24.7","Monday"
"Nico Collins","WR","HOU","BUF","15.5","12.8","14.8","9.5","12.2","14.8","28.4","24.4","Thursday"
"Bryce Young","QB","CAR","@SF","15.4","15.2","16.4","14.1","14.1","14.1","24.5","24.4","Monday"
"Javonte Williams","RB","DAL","PHI","15.4","14.2","14.7","12.5","13.5","14.5","27.6","26.2","Main"
"Brock Bowers","TE","LV","CLE","15.3","12.5","17.7","9.1","12.0","14.8","26.8","22.5","Main"
"Chris Olave","WR","NO","ATL","15.3","12.7","14.7","9.4","12.0","14.7","27.9","23.9","Main"
"Kyren Williams","RB","LA","TB","15.2","14.0","14.8","12.5","13.6","14.7","27.6","26.0","Sunday"
"Jameson Williams","WR","DET","NYG","15.1","13.0","14.5","10.2","12.3","14.5","29.1","25.7","Main"
"Zay Flowers","WR","BAL","NYJ","14.9","12.4","14.3","9.4","11.9","14.3","27.7","24.0","Main"
"Davis Mills","QB","HOU","BUF","14.9","14.6","15.9","13.4","13.4","13.4","24.0","24.0","Thursday"
"Stefon Diggs","WR","NE","@CIN","14.9","12.3","14.4","9.2","11.8","14.4","27.9","24.0","Main"
"David Montgomery","RB","DET","NYG","14.8","13.8","14.3","12.5","13.4","14.2","27.2","26.0","Main"
"AJ Brown","WR","PHI","@DAL","14.8","12.3","14.2","9.2","11.7","14.2","27.8","24.1","Main"
"Jaylen Warren","RB","PIT","@CHI","14.8","13.7","14.3","12.0","13.1","14.2","26.6","25.1","Main"
"D'Andre Swift","RB","CHI","PIT","14.7","13.4","14.3","11.8","13.0","14.3","26.7","25.0","Main"
"Aaron Jones","RB","MIN","@GB","14.7","13.0","14.2","10.9","12.5","14.1","25.7","23.4","Main"
"Tyler Shough","QB","NO","ATL","14.5","14.3","15.5","13.2","13.2","13.2","23.9","23.8","Main"
"Geno Smith","QB","LV","CLE","14.4","14.1","15.4","13.1","13.1","13.1","23.1","23.0","Main"
"Breece Hall","RB","NYJ","@BAL","14.4","13.0","13.9","11.3","12.6","13.8","25.3","23.5","Main"
"Michael Wilson","WR","ARI","JAX","14.3","11.8","13.8","8.7","11.2","13.7","26.7","22.9","Main"
"Justin Jefferson","WR","MIN","@GB","14.3","11.8","13.8","8.7","11.2","13.8","26.5","22.6","Main"
"Wan'Dale Robinson","WR","NYG","@DET","14.3","11.5","13.8","8.2","11.0","13.8","26.0","22.0","Main"
"Alvin Kamara","RB","NO","ATL","14.2","12.7","13.8","11.0","12.3","13.7","25.1","23.2","Main"
"DeVonta Smith","WR","PHI","@DAL","14.2","11.7","13.6","8.7","11.1","13.6","26.8","23.0","Main"
"JJ McCarthy","QB","MIN","@GB","13.9","13.6","14.9","12.6","12.6","12.6","22.4","22.4","Main"
"Tyrod Taylor","QB","NYJ","@BAL","13.9","13.6","14.8","12.6","12.6","12.6","22.2","22.1","Main"
"Quinshon Judkins","RB","CLE","@LV","13.8","12.9","13.0","11.5","12.2","12.9","25.0","23.9","Main"
"Kenneth Walker","RB","SEA","@TEN","13.7","12.9","13.1","11.6","12.3","13.0","25.6","24.6","Main"
"Romeo Doubs","WR","GB","MIN","13.6","11.3","13.2","8.5","10.9","13.2","25.8","22.3","Main"
"Woody Marks","RB","HOU","BUF","13.6","12.5","13.1","11.0","12.0","13.0","24.7","23.2","Thursday"
"Travis Kelce","TE","KC","IND","13.6","11.0","15.9","8.1","10.7","13.3","24.1","20.2","Main"
"DK Metcalf","WR","PIT","@CHI","13.6","11.4","13.0","8.7","10.9","13.0","25.9","22.6","Main"
"Travis Etienne","RB","JAX","@ARI","13.5","12.1","13.2","10.5","11.8","13.1","24.9","23.0","Main"
"Kareem Hunt","RB","KC","IND","13.5","12.5","13.1","11.4","12.2","13.0","25.2","24.1","Main"
"George Kittle","TE","SF","CAR","13.5","11.3","15.4","8.7","10.9","13.1","25.2","21.7","Monday"
"Tyler Warren","TE","IND","@KC","13.1","10.5","15.4","7.7","10.3","12.8","22.8","19.0","Main"
"Jakobi Meyers","WR","JAX","@ARI","13.0","10.6","12.6","7.9","10.3","12.6","24.7","21.2","Main"
"Kirk Cousins","QB","ATL","@NO","12.9","12.7","14.0","11.7","11.7","11.7","20.9","20.9","Main"
"Jauan Jennings","WR","SF","CAR","12.9","10.7","12.5","8.1","10.3","12.5","24.8","21.5","Monday"
"Kyle Pitts","TE","ATL","@NO","12.5","9.7","15.0","6.8","9.5","12.2","21.5","17.4","Main"
"Rome Odunze","WR","CHI","PIT","12.5","10.5","12.1","8.2","10.2","12.1","24.3","21.3","Main"
"Michael Pittman","WR","IND","@KC","12.5","10.0","12.2","7.1","9.6","12.2","23.3","19.5","Main"
"Alec Pierce","WR","IND","@KC","12.1","10.3","11.6","8.0","9.8","11.6","24.0","21.1","Main"
"Parker Washington","WR","JAX","@ARI","12.1","9.9","11.8","7.5","9.6","11.8","23.0","19.8","Main"
"Bam Knight","RB","ARI","JAX","12.0","10.9","11.8","9.6","10.7","11.7","22.2","20.6","Main"
"Cameron Ward","QB","TEN","SEA","11.9","11.5","12.8","10.6","10.6","10.6","19.8","19.7","Main"
"Shedeur Sanders","QB","CLE","@LV","11.8","11.5","12.4","10.4","10.4","10.4","19.5","19.4","Main"
"Tyrone Tracy","RB","NYG","@DET","11.8","10.4","11.5","8.9","10.2","11.4","21.7","19.9","Main"
"Darnell Mooney","WR","ATL","@NO","11.2","9.3","10.9","7.0","8.9","10.9","21.8","18.8","Main"
"Mark Andrews","TE","BAL","NYJ","11.1","9.3","12.8","7.4","9.2","11.0","20.8","18.0","Main"
"Khalil Shakir","WR","BUF","@HOU","11.1","8.6","10.9","6.1","8.4","10.8","20.7","17.2","Thursday"
"SEA DST","DST","SEA","@TEN","11.0","11.0","12.1","11.0","11.0","11.0","19.1","19.1","Main"
"Sean Tucker","RB","TB","@LA","10.9","10.1","10.6","9.1","9.8","10.5","20.8","19.8","Sunday"
"Dallas Goedert","TE","PHI","@DAL","10.8","8.7","12.9","6.4","8.5","10.7","20.0","16.6","Main"
"Xavier Worthy","WR","KC","IND","10.7","8.9","10.5","7.0","8.7","10.5","21.2","18.5","Main"
"Ricky Pearsall","WR","SF","CAR","10.7","9.0","10.4","7.1","8.7","10.4","21.8","19.1","Monday"
"Christian Watson","WR","GB","MIN","10.6","9.0","10.2","7.1","8.7","10.2","21.5","19.0","Main"
"Bhayshul Tuten","RB","JAX","@ARI","10.4","9.8","10.1","9.0","9.5","10.0","20.6","19.8","Main"
"Jake Ferguson","TE","DAL","PHI","10.3","7.8","12.8","5.3","7.8","10.3","18.1","14.4","Main"
"Hunter Henry","TE","NE","@CIN","10.2","8.4","11.8","6.5","8.3","10.0","19.6","16.8","Main"
"Dalton Schultz","TE","HOU","BUF","10.0","7.7","12.1","5.5","7.7","9.9","18.1","14.7","Thursday"
"Jordan Addison","WR","MIN","@GB","10.0","8.3","9.8","6.3","8.0","9.7","19.9","17.2","Main"
"Darius Slayton","WR","NYG","@DET","10.0","8.3","9.7","6.4","8.0","9.7","20.1","17.4","Main"
"Tyler Loop","K","BAL","NYJ","10.0","10.0","10.7","10.0","10.0","10.0","16.6","16.6","Main"
"Tre Tucker","WR","LV","CLE","9.9","8.1","9.8","6.2","8.0","9.7","19.7","16.9","Main"
"Tony Pollard","RB","TEN","SEA","9.9","8.7","9.8","7.4","8.5","9.7","18.5","16.8","Main"
"Theo Johnson","TE","NYG","@DET","9.8","7.8","11.7","5.8","7.7","9.7","18.3","15.2","Main"
"Cade Otton","TE","TB","@LA","9.8","7.7","11.8","5.5","7.6","9.7","18.0","14.7","Sunday"
"Harrison Mevis","K","LA","TB","9.8","9.8","10.4","9.8","9.8","9.8","16.1","16.1","Sunday"
"BAL DST","DST","BAL","NYJ","9.8","9.8","10.8","9.8","9.8","9.8","17.5","17.5","Main"
"LV DST","DST","LV","CLE","9.8","9.8","10.8","9.8","9.8","9.8","18.0","18.0","Main"
"Rachaad White","RB","TB","@LA","9.7","8.2","9.6","6.7","8.1","9.6","18.7","16.5","Sunday"
"Jason Myers","K","SEA","@TEN","9.7","9.7","10.4","9.7","9.7","9.7","16.1","16.1","Main"
"Jake Elliott","K","PHI","@DAL","9.6","9.6","10.3","9.6","9.6","9.6","16.0","16.0","Main"
"Jake Bates","K","DET","NYG","9.5","9.5","10.1","9.5","9.5","9.5","15.5","15.5","Main"
"Luther Burden","WR","CHI","PIT","9.4","7.7","9.2","5.8","7.5","9.2","19.0","16.3","Main"
"Juwan Johnson","TE","NO","ATL","9.4","7.5","11.2","5.5","7.4","9.3","17.7","14.7","Main"
"Zach Charbonnet","RB","SEA","@TEN","9.4","8.9","9.2","8.3","8.7","9.1","18.9","18.2","Main"
"DJ Moore","WR","CHI","PIT","9.3","7.6","9.1","5.9","7.5","9.1","18.5","15.9","Main"
"Tyjae Spears","RB","TEN","SEA","9.2","7.6","9.2","6.0","7.5","9.1","17.2","14.7","Main"
"Brandon Aubrey","K","DAL","PHI","9.2","9.2","9.9","9.2","9.2","9.2","15.6","15.6","Main"
"Greg Dortch","WR","ARI","JAX","9.1","7.2","9.1","5.1","7.1","9.0","17.7","14.6","Main"
"Matt Prater","K","BUF","@HOU","9.1","9.1","9.8","9.1","9.1","9.1","15.5","15.5","Thursday"
"Cam Little","K","JAX","@ARI","9.0","9.0","9.7","9.0","9.0","9.0","15.4","15.4","Main"
"Andy Borregales","K","NE","@CIN","9.0","9.0","9.6","9.0","9.0","9.0","15.1","15.1","Main"
"Kenneth Gainwell","RB","PIT","@CHI","8.9","7.5","8.8","6.1","7.4","8.8","17.5","15.4","Main"
"GB DST","DST","GB","MIN","8.9","8.9","9.8","8.9","8.9","8.9","16.5","16.5","Main"
"Chad Ryland","K","ARI","JAX","8.8","8.8","9.5","8.8","8.8","8.8","15.1","15.1","Main"
"Cairo Santos","K","CHI","PIT","8.8","8.8","9.5","8.8","8.8","8.8","15.3","15.3","Main"
"Brandon McManus","K","GB","MIN","8.8","8.8","9.5","8.8","8.8","8.8","15.2","15.2","Main"
"Harold Fannin","TE","CLE","@LV","8.7","6.8","10.5","4.9","6.8","8.6","16.1","13.1","Main"
"Andrei Iosivas","WR","CIN","NE","8.6","7.0","8.5","5.3","6.9","8.5","17.5","15.0","Main"
"Mason Taylor","TE","NYJ","@BAL","8.6","6.6","10.6","4.6","6.6","8.6","15.6","12.5","Main"
"Harrison Butker","K","KC","IND","8.6","8.6","9.2","8.6","8.6","8.6","14.7","14.7","Main"
"Josh Downs","WR","IND","@KC","8.5","6.6","8.4","4.6","6.5","8.4","16.7","13.7","Main"
"Rhamondre Stevenson","RB","NE","@CIN","8.5","7.9","8.4","7.1","7.7","8.4","17.5","16.5","Main"
"Matt Gay","K","SF","CAR","8.5","8.5","9.1","8.5","8.5","8.5","14.5","14.5","Monday"
"Chimere Dike","WR","TEN","SEA","8.4","6.5","8.3","4.5","6.4","8.3","16.3","13.3","Main"
"Chris Boswell","K","PIT","@CHI","8.4","8.4","9.0","8.4","8.4","8.4","14.7","14.7","Main"
"DET DST","DST","DET","NYG","8.4","8.4","9.3","8.4","8.4","8.4","16.2","16.2","Main"
"Mike Gesicki","TE","CIN","NE","8.3","6.5","10.1","4.6","6.4","8.2","15.6","12.7","Main"
"Adonai Mitchell","WR","NYJ","@BAL","8.3","6.8","8.1","5.1","6.6","8.1","16.9","14.4","Main"
"Cooper Kupp","WR","SEA","@TEN","8.3","6.7","8.1","5.0","6.6","8.1","17.1","14.6","Main"
"CLE DST","DST","CLE","@LV","8.3","8.3","9.2","8.3","8.3","8.3","16.0","16.0","Main"
"AJ Barner","TE","SEA","@TEN","8.2","6.6","9.7","5.0","6.6","8.1","15.7","13.2","Main"
"Chase McLaughlin","K","TB","@LA","8.2","8.2","8.8","8.2","8.2","8.2","14.5","14.5","Sunday"
"Jerry Jeudy","WR","CLE","@LV","8.1","6.6","8.0","4.9","6.4","8.0","16.3","13.7","Main"
"Chris Godwin","WR","TB","@LA","8.1","6.5","8.0","4.8","6.4","8.0","16.6","14.0","Sunday"
"Tez Johnson","WR","TB","@LA","8.1","6.8","8.0","5.3","6.7","8.0","16.9","14.7","Sunday"
"Van Jefferson","WR","TEN","SEA","8.1","6.5","8.0","4.8","6.4","8.0","16.5","14.0","Main"
"Blake Grupe","K","NO","ATL","8.1","8.1","8.7","8.1","8.1","8.1","14.3","14.3","Main"
"Colston Loveland","TE","CHI","PIT","8.0","6.5","9.5","5.0","6.5","8.0","16.0","13.6","Main"
"Zane Gonzalez","K","ATL","@NO","8.0","8.0","8.7","8.0","8.0","8.0","14.3","14.3","Main"
"Daniel Carlson","K","LV","CLE","8.0","8.0","8.6","8.0","8.0","8.0","14.4","14.4","Main"
"Ka'imi Fairbairn","K","HOU","BUF","7.9","7.9","8.6","7.9","7.9","7.9","14.3","14.3","Thursday"
"Noah Fant","TE","CIN","NE","7.8","6.1","9.4","4.4","6.0","7.7","15.0","12.2","Main"
"Dontayvion Wicks","WR","GB","MIN","7.8","6.4","7.7","4.9","6.3","7.7","16.4","14.0","Main"
"Rashid Shaheed","WR","SEA","@TEN","7.8","6.7","7.6","5.5","6.5","7.6","17.0","15.1","Main"
"Kyle Monangai","RB","CHI","PIT","7.7","7.1","7.6","6.5","7.0","7.6","16.0","15.1","Main"
"Brenton Strange","TE","JAX","@ARI","7.7","6.2","9.3","4.6","6.1","7.7","15.2","12.7","Main"
"Kayshon Boutte","WR","NE","@CIN","7.7","6.6","7.6","5.4","6.5","7.6","17.4","15.5","Main"
"BUF DST","DST","BUF","@HOU","7.7","7.7","8.7","7.7","7.7","7.7","15.1","15.1","Thursday"
"Mack Hollins","WR","NE","@CIN","7.6","6.4","7.5","5.1","6.3","7.4","16.9","14.9","Main"
"Devin Singletary","RB","NYG","@DET","7.6","6.8","7.6","6.1","6.8","7.5","15.2","14.1","Main"
"Evan McPherson","K","CIN","NE","7.6","7.6","8.2","7.6","7.6","7.6","13.6","13.6","Main"
"Michael Badgley","K","IND","@KC","7.6","7.6","8.2","7.6","7.6","7.6","13.6","13.6","Main"
"Michael Carter","RB","ARI","JAX","7.4","6.3","7.4","5.3","6.3","7.3","15.1","13.5","Main"
"Jayden Higgins","WR","HOU","BUF","7.3","5.9","7.2","4.5","5.9","7.2","15.4","13.1","Thursday"
"Blake Corum","RB","LA","TB","7.3","6.8","7.2","6.3","6.7","7.1","15.8","15.2","Sunday"
"Ryan Fitzgerald","K","CAR","@SF","7.3","7.3","7.9","7.3","7.3","7.3","13.3","13.3","Monday"
"Andre Szmyt","K","CLE","@LV","7.3","7.3","7.9","7.3","7.3","7.3","13.5","13.5","Main"
"Isaiah Likely","TE","BAL","NYJ","7.2","5.9","8.5","4.6","5.9","7.2","15.1","12.9","Main"
"Joshua Palmer","WR","BUF","@HOU","7.1","5.9","7.0","4.5","5.7","7.0","15.5","13.4","Thursday"
"Will Reichard","K","MIN","@GB","7.1","7.1","7.7","7.1","7.1","7.1","13.2","13.2","Main"
"Nick Folk","K","NYJ","@BAL","7.1","7.1","7.7","7.1","7.1","7.1","13.4","13.4","Main"
"Jalen Coker","WR","CAR","@SF","7.0","5.7","7.0","4.2","5.6","7.0","14.7","12.4","Monday"
"Younghoe Koo","K","NYG","@DET","7.0","7.0","7.5","7.0","7.0","7.0","12.8","12.8","Main"
"Joey Slye","K","TEN","SEA","7.0","7.0","7.7","7.0","7.0","7.0","13.3","13.3","Main"
"ATL DST","DST","ATL","@NO","7.0","7.0","7.8","7.0","7.0","7.0","14.2","14.2","Main"
"DeAndre Hopkins","WR","BAL","NYJ","6.9","5.8","6.8","4.6","5.7","6.8","15.6","13.7","Main"
"Devaughn Vele","WR","NO","ATL","6.9","5.6","6.8","4.3","5.5","6.8","14.9","12.7","Main"
"Brock Wright","TE","DET","NYG","6.8","5.4","8.1","4.1","5.4","6.7","14.3","12.2","Main"
"Darnell Washington","TE","PIT","@CHI","6.8","5.4","8.2","4.0","5.4","6.8","13.9","11.6","Main"
"NE DST","DST","NE","@CIN","6.8","6.8","7.6","6.8","6.8","6.8","13.9","13.9","Main"
"NO DST","DST","NO","ATL","6.8","6.8","7.6","6.8","6.8","6.8","13.6","13.6","Main"
"SF DST","DST","SF","CAR","6.7","6.7","7.5","6.7","6.7","6.7","13.8","13.8","Monday"
"Tyler Allgeier","RB","ATL","@NO","6.6","6.0","6.5","5.5","6.0","6.5","13.9","13.1","Main"
"KhaDarel Hodge","WR","ATL","@NO","6.6","5.4","6.5","4.1","5.3","6.5","13.8","11.9","Main"
"Xavier Legette","WR","CAR","@SF","6.6","5.3","6.5","4.1","5.3","6.5","14.2","12.2","Monday"
"Tim Patrick","WR","JAX","@ARI","6.6","5.4","6.6","4.2","5.4","6.6","14.5","12.5","Main"
"TJ Hockenson","TE","MIN","@GB","6.6","5.0","8.2","3.4","5.0","6.6","12.7","10.1","Main"
"JAX DST","DST","JAX","@ARI","6.6","6.6","7.4","6.6","6.6","6.6","13.8","13.8","Main"
"KC DST","DST","KC","IND","6.6","6.6","7.3","6.6","6.6","6.6","13.5","13.5","Main"
"Marquise Brown","WR","KC","IND","6.5","5.3","6.4","4.1","5.2","6.4","14.3","12.4","Main"
"Michael Mayer","TE","LV","CLE","6.5","5.1","7.9","3.7","5.1","6.5","13.0","10.7","Main"
